ISO3V10,Country_Standard,EVI,HAZARDS,RESISTANCE,DAMAGE,CCEVI,ENDEVI,HHEVI,AFEVI,WATEVI,CCDEVI,CBDEVI,WINDEVI,DRYEVI,WETEVI,HOTEVI,COLDEVI,SSTEVI,VOLCANOEVI,EARTHQKEVI,TSUNAMIEVI,SLIDESEVI,LANDEVI,DISPEVI,ISOLEVI,RELIEFEVI,LOWEVI,BORDEVI,IMBALEVI,OPENEVI,MIGEVI,ENDEMEVI,INTROEVI,ENDANGEVI,EXTINCTEVI,VEGEVI,VEGLOEVI,FRAGEVI,DEGEVI,RESRVEVI,MPAEVI,FARMEVI,FERTLEVI,PESTCDEVI,BIOTECHEVI,PRDOFEVI,FSHEFEVI,WATEREVI,SULPHEVI,WASTEEVI,TRTMNTEVI,INDUSTEVI,SPILLSEVI,MININGEVI,SANEVI,VEHEVI,POPDNEVI,POPGRTHEVI,TOUREVI,CSTPOPEVI,AGRMTEVI,CONFLTEVI,WIND,DRY,WET,HOT,COLD,SST,VOLCANO,EARTHQK,TSUNAMI,SLIDES,LAND,DISP,ISOL,RELIEF,LOW,BORD,IMBAL,OPEN,MIG,ENDEM,INTRO,ENDANG,EXTINCT,VEG,VEGLO,FRAG,DEG,RESRV,MPA,FARM,FERTL,PESTCD,BIOTECH,PRDOF,FSHEF,WATER,SULPH,WASTE,TRTMNT,INDUST,SPILLS,MINING,SAN,VEH,POPDN,POPGRTH,TOUR,CSTPOP,AGRMT,CONFLT
NIC,Nicaragua,271.739,2.857,2.25,2.727,2.538,3,3,3,4,3,3,3,4,5,1,1,2,6,1,2,1,3,3,1,2,1,2,1,5,1,5,2,2,1,3,7,1,7,4,5,5,2,,1,3,2,1,2,,,1,,1,5,1,3,7,1,2,1,5,224.523,-31.4,29,2.46,2.484,4,"1,030",1,0.52,0,"121,400",25.914,0,"2,438",0,2,0.416,13.254,0.288,411.862,0.041,0.494,0,44,-3,0.148,78,7,1.77,274.341,316.672,,0,"996,069.95",7.11,1,0.293,,,1.436,,0,27.167,0.669,41.796,2.199,3.315,30,68,1
BVT,Bouvet Island,271.429,1.333,4.857,2,3.571,1,2,3,1,3,4,,,,1,1,3,1,1,1,,6,6,6,1,7,1,1,,7,,,7,1,,,,,,,,,,1,,,,2,,,,,1,,,1,,,,,1,,,,17.339,29.495,6,0,0,0,,59,505.983,"1,500",935,100,0,0.12,,273.504,,,17.094,0,,,,,,,,,,0,,,,0.342,,,,,0,,,0,,,,,0
GNB,Guinea-Bissau,271.429,2.833,3,2.273,3.091,2,2,3,3,3,3,,2,2,,,4,1,1,1,1,3,4,1,1,7,2,1,2,1,5,1,2,1,4,5,1,1,7,7,7,1,3,1,2,,1,1,,,,1,1,5,1,3,7,,3,4,5,,-17,6.6,,,8,0,0,0,0,"28,120",83.144,0,300,100,2,0.124,3.805,1.671,533.428,0,0.32,0,34,0,0.156,0,0,0,"1,265.90",12.447,1.033,0,"2,870,074.41",,0,0.148,,,,0,0,23.294,0.259,43.137,2.342,,41,37,1
LBR,Liberia,270.732,2.783,2.75,2.545,3.273,3,2,3,4,4,3,,6,7,,,2,1,1,1,1,3,3,1,1,5,3,1,,1,5,2,2,1,3,5,1,3,5,7,4,1,,1,3,2,1,1,,,,1,1,5,1,3,6,,2,1,7,,-89,110.8,,,5,0,0,0,0,"96,320",22.467,0,"1,380",58,3,0.14,,0.384,"1,142.03",0.01,0.799,0,44,-1,0.11,11,1,0,104.731,0,,0,"955,527.64",7.32,0,0.071,,,,0,0,22.922,0.098,32.745,1.949,,32,75,6
KHM,Cambodia,270.455,2.923,1.875,2.909,2.846,3,2,3,4,3,2,4,5,7,1,1,3,1,1,1,1,2,3,1,2,1,3,1,3,1,2,2,2,1,2,6,1,6,2,,7,1,,1,5,6,1,1,,,,,2,6,1,4,7,1,2,1,7,285.919,-69.8,73,2.609,7.145,6,0,0,0,0,"176,520",20.955,0,"1,810",0,3,0.148,7.093,0.187,5.665,0.023,0.487,0,65,-2,0.203,49,16,,"1,456.33",43.134,,0,"140,375.94",69.52,0,0.103,,,,,5,51.247,0.316,63.268,2.286,1.575,24,61,10
LVA,Latvia,269.565,2.464,2.625,3.364,3.273,2,3,4,3,3,3,,2,2,,,7,1,1,1,1,3,3,1,1,7,4,7,7,1,1,2,2,1,5,1,4,7,3,3,6,3,4,1,5,2,1,4,1,1,2,1,1,,3,3,1,2,2,2,1,,-11.6,9.2,,,17,0,0,0,0,"62,050",27.639,0,312,89,5,-0.15,53.956,0.87,0,0.016,0.274,0,20,1,1.18,68,13,14.82,580.753,884.77,6.134,0,"145,967.67",8.41,2,1.294,1.289,100,6.934,0,0,,5.812,37.985,-0.819,29.009,31,59,0
MMR,Myanmar,269.565,2.607,2.625,3.091,2.769,2,2,3,4,3,3,1,4,7,1,1,2,1,1,1,1,2,3,1,4,1,4,1,2,1,5,2,2,1,3,6,1,6,5,5,6,2,2,1,5,,1,1,,,1,,1,6,1,4,4,1,3,3,7,90.557,-47.2,99.2,18.542,23.811,4,0,0,0,0,"657,550",31.304,0,"5,881",0,5,0.023,3.673,0.075,"1,715.46",0.003,0.199,0,41,-1,0.043,36,0,1.8,462.818,293.315,0.247,0,"103,508.76",,0,0.085,,,2.049,,0,39.538,0.069,69.365,0.623,0.308,34,47,10
PER,Peru,268.085,2.724,2.5,2.636,1.923,2,2,3,3,2,3,1,3,2,1,1,3,3,2,3,5,1,1,1,5,1,4,1,4,1,6,2,2,2,1,5,1,6,5,4,5,2,,1,7,3,1,2,,,1,1,3,2,1,2,6,1,3,1,7,126.158,-20.8,6.2,2.334,12.223,6,36,2,1.78,4,"1,280,000",6.952,0,"6,768",0,5,0.092,8.47,0.034,"4,503.91",0.015,0.311,0,87,0,0.061,33,3,8.32,215.445,141.094,,0,"7,219.13",19.03,1,0.565,,,2.149,0,11,5.614,1.183,20.048,1.743,0.727,44,93,10
FIN,Finland,265.306,3.258,1.75,1.455,2.692,3,3,3,3,3,3,3,3,4,6,7,7,1,1,1,1,2,4,1,1,1,3,1,7,1,1,2,2,1,1,5,2,3,4,5,6,3,4,5,4,1,1,3,1,3,4,1,1,,4,1,3,1,1,1,1,225.898,-26.2,17.2,286.665,431.787,18,0,0,0,0,"304,590",110.795,0,"1,328",0,4,0.051,124.679,0.161,0,0.076,0.062,0,82,0,0.256,10,6,0.28,480.32,"1,027.49",2.866,19,"335,531.88",0.2,2,1.087,1.576,72.727,22.219,0,0,,6.44,16.993,0.161,8.534,12,186,0
SOM,Somalia,265.000,2.652,2.625,2.5,3.077,2,1,2,4,4,3,7,4,2,3,4,2,1,1,1,1,2,2,1,2,5,3,1,,1,5,,2,1,7,5,1,3,5,4,1,1,,1,2,,2,1,,,,,1,,,1,7,1,1,4,7,966.453,-42.8,8.8,56.724,94.608,4,0,0,0,0,"627,340",9.944,0,"2,416",53,4,0.001,,0.091,916.568,,0.083,0,0,0,0.035,15,0,8.27,0.699,0,,0,"2,975,470.07",,14,0.037,,,,,0,,,16.095,3.249,0.016,14,36,10
STP,Sao Tome and Principe,264.516,2,4.143,3.286,3.8,2,2,2,4,3,4,4,3,2,1,1,3,1,1,1,1,5,5,4,2,7,2,1,,4,,1,7,1,,,,,,,5,,,1,2,,,2,,,,1,1,,,6,,1,,5,1,317.724,-19,8.4,0,0,6,0,0,0,0,"1,001",208.791,225,"2,024",100,2,0.212,,6.993,,0,41.958,0,,,,,,,209.8,,,0,"1,726,363.66",,,0.42,,,,0,0,,,164.869,,4.995,,28,0
URY,Uruguay,263.043,3,1.75,2.273,3.077,3,3,3,4,4,3,4,3,7,4,4,4,1,1,1,1,2,2,1,1,1,2,2,6,1,4,2,2,1,7,5,1,3,5,5,,3,5,1,4,1,1,1,,,1,7,1,,2,2,4,1,2,1,1,323.638,-19.2,92.6,144.31,126.902,8,0,0,0,0,"174,810",15.217,0,514,0,2,-0.002,25.456,0.217,263.143,0.029,0.143,0,0,0,0.051,12,0,0.29,,665.425,9.839,0,"350,813.41",3.11,7,0.156,,,1.305,912.41,0,,2.863,19.089,0.781,11.83,24,94,0
KEN,Kenya,261.702,2.448,2.75,3,3.077,2,2,3,4,4,3,4,5,4,1,3,4,1,1,1,1,2,2,1,4,3,4,1,3,1,5,2,2,2,5,5,1,6,4,1,3,2,,1,6,3,2,1,,,1,1,1,4,1,3,5,1,1,1,7,310.469,-64.6,20,6.415,56.898,8,0,0,0,0,"569,140",11.69,0,"5,199",23,5,0.224,6.626,0.1,571.037,0.046,0.371,0,19,0,0.112,31,6,36.46,30.563,214.429,,0,"31,440.99",13.69,10,0.109,,,2.334,0,0,12.156,0.529,52.852,1.405,1.581,7,73,8
GEO,Georgia,260.976,2.391,3.125,2.818,3.273,2,2,3,3,3,3,,3,2,,,7,1,1,1,1,3,3,1,4,3,4,1,5,1,6,2,2,1,3,4,2,3,5,5,1,3,,1,3,,1,1,,,1,1,1,,3,4,1,,3,3,6,,-25.6,9.6,,,17,0,0,0,0,"69,700",26.356,0,"5,048",30,5,0.039,17.102,0.717,"5,480.63",0.057,0.588,0,57,0,0.29,10,3,1.35,0.523,504.706,,0,"737,141.98",,6,0.082,,,2.051,0,0,,5.624,71.191,-0.603,,51,45,5
ETH,Ethiopia,260.000,2.391,2.5,3.3,2.727,2,3,3,5,3,3,2,5,3,1,1,,2,1,1,3,2,1,1,4,2,4,,1,1,5,2,2,1,5,5,1,6,5,,1,2,2,1,,,,1,,,,,1,6,1,4,7,1,1,2,7,190.035,-60.6,12.6,5.566,13.803,,11,0,,1,"1,000,000",5.328,0,"4,745",7,5,,1.683,0.06,"1,089.00",0.007,0.077,0,17,0,0.029,28,5,,2.622,168,0.357,0,,,,0.145,,,,,0,50.678,0.063,62.565,2.767,0.103,0,51,6
PRY,Paraguay,259.524,2.96,2.125,1.9,2.583,2,2,3,4,4,3,5,3,3,5,5,,1,1,1,1,2,2,1,1,4,3,,5,1,3,2,2,1,3,7,1,6,5,,6,2,5,1,,,1,1,,,2,,1,3,1,1,7,1,1,1,1,426.588,-24.6,15.6,169.027,209.32,,0,0,,0,"397,300",9.867,0,796,36,3,,12.484,0.038,20.136,0.003,0.118,0,45,-3,0.074,27,3,,637.994,74.767,8.869,0,,,0,0.05,,,6.657,,0,8.162,0.194,13.833,2.655,0.705,0,63,0
TJK,Tajikistan,258.824,2.706,3,2.1,3.3,3,2,2,4,4,3,,3,3,,,,1,1,1,7,3,3,1,6,3,4,,3,1,3,1,2,1,6,4,1,2,,,1,3,,1,,,2,1,,,1,,1,,,3,7,,1,6,1,,-21.8,11.4,,,,0,0,,14,"140,600",25.967,0,"7,195",15,5,,5.697,0.192,14.225,0,0.164,0,4,0,0.097,7,,,1.644,411.451,,0,,,18,0.038,,,1.747,,0,,,44.011,2.142,,0,19,0
BLZ,Belize,257.778,2.852,2.375,1.909,2.846,3,3,3,4,3,2,7,6,7,1,1,3,1,1,1,1,3,4,1,1,1,2,3,5,1,6,2,3,1,1,5,1,6,1,3,4,2,7,1,3,,1,1,,,,,1,2,1,1,7,1,1,3,1,"5,049.71",-110.2,72.6,4.157,18.578,6,0,0,0,0,"22,800",110.175,0,"1,160",0,2,-0.026,15.877,1.316,"6,710.53",0.088,1.886,0,96,0,0.126,30,21,12.54,107.929,195.175,69.498,0,"580,979.20",,1,0.055,,,,,0,4.545,0.444,10.57,2.761,7.851,11,45,0
AND,Andorra,257.143,1.778,3.286,3.333,3.167,2,2,4,5,2,3,,,,,,,1,1,1,1,5,5,1,2,1,2,,,7,,,7,1,,,,,,,,,,1,,,,2,,,,,1,,,5,,1,1,7,1,,,,,,,0,0,,0,468,257.051,0,"2,146",0,2,,,53.419,,,10.684,0,,,,,,,,,,0,,,,0.449,,,,,0,,,144.502,,5.658,0,6,0
LBY,Libyan Arab Jamahiriya,255.556,2.593,2.125,2.636,3,2,3,3,4,4,3,4,1,1,5,2,5,1,1,1,1,1,1,1,2,2,5,5,,1,4,2,2,1,7,4,1,6,5,5,1,1,,1,3,1,7,1,,,3,,4,1,1,1,7,1,2,2,1,356.251,-4,2.4,216.646,41.084,12,0,0,0,0,"1,759,540",3.622,0,"2,314",13,8,-0.068,,0.017,79.566,0.005,0.008,0,0,0,0.014,39,0,0.8,0.036,43.273,,0,"469,427.04",4.69,486,0.138,,,15.164,,35,0.064,0.506,3.185,2.446,0.02,22,60,0
GIN,Guinea,254.348,2.714,2.375,2.182,2.615,2,3,3,3,3,3,3,1,2,1,2,4,1,1,1,1,2,2,1,2,3,4,1,2,1,4,2,2,1,6,6,1,1,5,7,3,1,3,1,4,5,1,,,,,1,5,5,1,2,7,1,5,1,1,222.553,-6.6,9.4,9.014,34.278,7,0,0,0,0,"245,720",15.135,0,"1,752",29,6,0.125,3.394,0.203,370.34,0.012,0.191,0,5,-1,0.124,4,1,0,22.345,18.13,1.656,0,"291,756.97",33.46,0,,,,,0,58,20.864,0.06,30.238,0.8,0.113,95,68,0
PNG,Papua New Guinea,254.348,2.75,3.375,1.273,2.692,3,2,3,3,3,3,3,6,4,1,1,3,6,1,2,4,2,3,4,4,5,3,1,3,1,5,2,2,2,1,5,1,1,5,5,5,1,4,1,2,1,1,1,,,,1,,1,1,1,7,1,1,1,1,206.045,-104,17.4,1.847,2.027,6,541,1,0.5,2,"452,860",46.409,120,"4,509",51,4,0.154,5.865,0.06,810.405,0.124,0.585,0,85,0,0.043,0,0,2.67,352.427,28.11,2.589,0,"1,746,984.25",0.79,0,0.048,,,,0,,0.888,0.037,12.403,2.478,0.141,3,73,0
ERI,Eritrea,253.846,2.409,2.625,2.8,2.778,2,3,2,4,4,3,,3,1,,,4,1,1,1,1,3,2,1,3,4,4,1,3,1,3,2,2,1,,4,1,7,5,,1,1,,1,,1,,1,,,,1,2,6,1,3,7,1,2,6,6,,-23.8,4.8,,,8,0,0,,0,"101,000",16.099,0,"3,093",44,5,0.409,5.772,0.525,29.703,0.02,0.277,0,,0,0.04,64,4,,0.042,42.802,,0,,4.21,,0.096,,,,0,2,33.163,0.076,38.119,3.925,1.04,28,20,4
BTN,Bhutan,252.941,2.647,2.75,2.2,2.5,1,2,2,3,3,2,,,,,,,1,1,1,1,3,3,1,6,1,2,,2,1,5,2,2,1,2,5,1,2,1,,5,1,4,1,,,1,1,,,,,3,4,,3,7,,1,6,5,,,,,,,0,0,,0,"47,000",22.872,0,"7,456",0,2,,3.447,0.638,"1,638.30",0.277,0.851,0,62,0,0.07,7,21,,167.347,3.404,2.281,0,,,0,0.082,,,,,12,13.557,,45.191,2.204,,0,19,1
TZA,United Republic of Tanzania,252.174,2.25,2.875,3,3.077,2,1,3,4,4,3,4,4,5,1,1,3,1,1,1,1,2,2,1,4,3,5,1,1,1,5,2,2,2,6,5,1,6,3,3,1,1,,1,6,3,1,,,,1,1,1,2,1,3,7,1,2,2,5,361.004,-42.2,25.4,5.725,12.853,5,0,0,0,0,"883,590",7.767,0,"5,895",17,7,0.402,2.22,0.063,"1,438.45",0.014,0.429,0,9,-1,0.1,26,15,12.65,0.083,40.743,,0,"29,588.70",18.09,1,,,,1.745,0,0,5.311,0.038,37.933,2.623,0.556,20,53,1
CAN,Canada,251.020,2.903,2.25,1.455,3.077,3,2,3,2,3,3,6,3,3,7,6,6,1,1,2,1,1,3,1,4,3,2,3,6,1,3,2,2,2,1,1,1,1,4,3,4,2,4,7,3,1,1,2,1,2,3,1,1,,1,1,5,1,1,1,1,460.451,-27.8,12.8,467.502,348.16,13,0,0,0.01,0,"9,220,970",29.76,0,"5,959",22,2,-0.039,25.618,0.01,17.243,0.006,0.006,0,91,0,0.098,2,9,12.58,136.018,332.058,3.192,485,"513,438.69",0.32,2,0.299,0.64,98.507,14.278,0,0,,0.558,1.265,1.006,2.015,0,136,0
BOL,Bolivia,250.000,2.52,3,1.9,2.5,2,2,3,3,4,3,3,3,4,3,3,,1,2,1,4,2,1,1,5,4,4,,1,1,6,2,2,2,2,6,1,6,3,,5,1,4,5,,,1,1,,,1,,1,1,1,1,6,1,1,1,1,264.042,-29,22,64.828,69.275,,0,2,,2,"1,084,380",6.218,0,"6,452",36,5,,1.89,0.018,"3,764.36",0.013,0.114,0,77,-1,0.046,28,14,,255.726,9.683,2.932,3,,,0,0.075,,,1.576,,0,3.226,0.223,7.681,1.813,0.358,0,70,0
OMN,Oman,250.000,2.6,2.375,2.182,2.692,1,3,3,4,3,3,3,2,1,1,1,3,1,1,1,1,2,2,1,2,3,4,1,6,1,4,2,2,1,7,4,1,6,2,5,,1,5,1,3,2,7,2,1,,5,1,6,1,1,1,7,1,1,2,1,252.384,-14.6,0.4,24.26,8.88,6,0,0,0,0,"212,460",19.688,0,"2,980",27,5,0.163,27.37,0.155,390.662,0.005,0.16,0,0,0,0.154,39,16,0.6,,36.176,7.154,0,"496,227.01",9.1,122,0.453,1.183,,92.083,0,234,2.632,1.161,11.965,3.506,2.177,11,55,0
MWI,Malawi,248.780,2.542,2.5,2.6,2.917,2,3,3,4,3,3,1,5,4,1,1,,1,1,1,1,3,3,1,2,2,3,,5,1,5,2,2,1,7,6,1,1,4,,5,3,,1,,1,1,1,,,,,1,7,1,5,6,1,1,2,1,91.281,-53.4,18.6,7.532,4.291,,0,0,,0,"94,080",30.623,0,"2,965",14,3,,12.256,0.404,627.126,0.128,0.436,0,0,-2,0.175,0,9,,205.68,563.457,,0,,4.25,5,0.175,,,,,0,112.641,0.348,116.125,1.564,2.41,0,54,0
BHS,Bahamas,248.387,2.176,3.714,2,3.6,2,1,2,4,3,3,5,2,7,1,1,2,1,1,1,1,4,5,4,1,7,3,1,,2,,2,3,3,,,2,,,,4,,,1,1,,,1,,,,1,5,,,2,,,,2,1,428.924,-16.4,87,0.583,6.09,5,0,0,0,0,"10,070",351.738,200,63,100,4,0.242,,3.376,,0.199,1.986,0,,,0.248,,,,56.862,,,0,"3,780,263.41",,,0.245,,,,0,119,,,29.578,,,,58,0
CIV,C�te d'Ivoire,247.826,2.483,2.714,2.364,2.769,2,2,3,4,3,3,2,1,5,1,1,3,1,1,1,1,2,2,1,2,4,4,1,4,,4,2,2,2,6,5,1,1,4,5,4,2,,1,5,4,1,1,,,1,1,2,5,1,3,7,1,4,1,1,187.999,-8.6,26,4.548,18.478,5,0,0,0,0,"318,000",12.286,0,"1,752",39,5,0.197,11.616,,220.126,0.041,0.421,0,10,-1,0.158,4,6,3.78,92.425,369.811,,0,"100,401.86",24.73,1,0.144,,,1.08,0,3,28.363,0.976,46.497,2.58,0.947,74,88,0
ARM,Armenia,247.222,2.263,2.5,3.1,2.8,2,2,3,3,3,3,,3,2,,,,1,1,1,1,3,3,1,3,1,4,,7,1,4,2,2,1,4,1,3,3,4,,,2,2,1,,,3,2,,,2,,1,,4,5,1,,1,4,5,,-19.2,7.6,,,,0,1,,0,"28,200",44.468,0,"3,695",0,5,,33.759,1.383,106.383,0.035,0.851,0,21,3,0.593,10,8,,,277.518,0.04,0,,,32,0.541,,,5.161,,0,,10.735,124.823,-0.341,,0,32,1
PAN,Panama,246.809,2.379,2.625,2.636,2.615,2,2,3,4,3,3,2,5,5,1,1,1,1,1,1,1,3,4,1,3,1,2,1,7,1,6,2,5,1,2,7,1,7,2,1,5,3,,1,5,1,1,2,,,1,1,1,3,2,3,5,1,3,1,1,185.593,-61.8,28.4,0.297,2.583,3,0,0,0,0,"74,430",83.192,0,"3,475",0,2,0.125,115.29,0.484,"17,385.46",0.376,3.238,0,62,-2,0.153,88,19,21.93,364.96,475.212,,0,"128,470.50",1.66,1,0.375,,,2.225,0,0,6.523,2.916,38.372,1.331,6.122,38,95,0
SGS,South Georgia and the Islands,245.000,2.375,3.286,1.333,3.375,3,,3,4,5,3,,5,6,,,3,1,1,,1,4,1,7,2,5,1,1,,3,,,3,1,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,-66,43.4,,,6,0,0,,0,"3,903",,"2,000","2,934",50,0,0.114,,4.612,,,1.537,0,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,0
SWZ,Swaziland,243.333,2.688,2.571,2,4,3,1,3,4,3,2,4,5,6,4,1,,1,1,1,1,4,3,1,2,4,2,,,2,,2,2,1,,,1,1,,,5,,,1,,,,1,,,,,1,,,4,6,1,,4,1,307.334,-49,42.8,120.315,17.547,,0,0,,0,"17,203",31.099,0,"1,841",33,2,,,2.093,,0.581,0.698,0,,,0.001,0,,,188.199,,,0,,,,0.274,,,,,0,,,64.195,1.944,18.543,,38,0
GRL,Greenland,242.857,2.688,2.571,1.333,3.8,3,1,3,3,5,2,7,5,4,7,4,4,1,1,1,1,1,3,5,3,3,2,1,,1,,,2,2,,,,,,,,,,1,3,,,1,,,,1,1,,,1,,1,,,1,785.938,-58.2,23.4,406.602,142.579,9,0,0,0,0,"2,175,600",20.264,750,"3,700",22,2,0.032,,0.016,,,0.004,0,,,,,,,,,,0,"922,310.41",,,0,,,,0,0,,,0.026,,0.013,,,0
GNQ,Equatorial Guinea,242.500,2.727,2.75,1.455,2.545,1,2,2,3,3,3,2,,,3,1,3,1,1,1,1,3,3,1,3,4,2,1,6,1,5,1,3,1,4,5,1,1,7,,3,1,,1,,2,1,1,,,,,5,3,1,1,7,,1,4,1,197.208,,,82.431,0,6,0,0,0,0,"28,050",40.713,0,"3,008",40,2,0.2,24.742,1.248,"2,709.45",0,1.711,0,38,-1,0.103,0,0,,19.865,0,,0,,11.16,0,0.092,,,,,77,7.429,0.065,16.15,2.498,,12,37,0
LAO,Lao People's Democratic Republic,242.500,2.625,2.5,1.778,2.727,2,2,3,4,3,3,1,3,7,1,1,,1,1,1,1,2,3,1,2,4,4,,2,1,3,2,2,1,4,6,1,1,7,,6,1,2,1,,,1,1,,,,,1,5,1,2,7,1,,4,1,147.983,-26.2,46,7.483,23.364,,0,0,,0,"230,800",22.023,0,"2,747",41,5,,3.098,0.139,17.331,0.035,0.36,0,30,-1,0.097,1,0,,510.337,18.458,0.21,0,,,1,0.056,,,,,1,19.303,0.071,23.54,2.519,1.096,,37,0
BLR,Belarus,238.889,2.55,2.375,2.111,2.8,2,4,3,3,3,3,,3,4,,,,1,1,1,1,2,2,1,1,7,4,,7,1,1,,2,1,4,1,2,2,4,,7,5,,1,,,1,5,,,2,,1,,3,3,1,1,1,1,1,,-26.2,23,,,,0,0,,0,"207,480",13.977,0,256,79,5,,43.874,0.198,0,,0.096,0,27,1,0.318,6,6,,"1,878.90","4,781.58",,0,,,7,1.826,,,5.825,,0,,4.983,49.335,-0.159,1.711,0,61,0
AUS,Australia,237.500,2.633,2.375,1.545,2.769,3,2,3,3,3,2,5,5,6,4,3,2,1,2,2,2,1,2,1,2,4,3,3,4,1,5,2,2,2,2,1,1,1,4,1,3,2,5,7,2,1,1,1,,2,2,2,1,,1,1,5,1,1,1,1,388.481,-76.2,38.8,123.673,54.68,4,0,2,0.02,0,"7,682,300",8.66,0,"2,244",33,3,-0.035,10.658,0.008,"2,011.64",0.006,0.068,0,64,0,0.119,3,7,23.89,35.317,297.216,17.522,214,"2,238,294.83",0.24,4,0.205,,99.296,8.892,30.06,0,,1.192,2.458,1.007,0.54,3,129,0
ATA,Antarctica,235.000,2.9,2.286,0.75,3.556,3,,2,2,5,2,7,2,3,6,6,,1,1,1,,1,1,1,6,5,1,,,1,,,,0,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,"1,121.37",-16.2,15.2,362.281,329.778,,3,0,0,,"14,000,000",1.283,0,"7,452",49,0,,,0.002,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,0
TKM,Turkmenistan,234.286,2.684,1.875,1.889,3.091,1,3,3,4,4,2,,2,2,,,7,1,1,1,1,2,2,1,3,1,4,,1,1,1,,2,1,6,4,1,3,,,,2,6,1,,1,7,1,,,,,1,1,,1,6,,1,5,1,,-15.6,6.6,,,20,0,1,,0,"469,930",7.95,0,"3,220",0,5,,2.136,0.1,0,,0.068,0,4,0,0.029,13,,3.62,,295.767,24.325,0,,0.56,"1,699",0.139,,,,,0,0.854,,9.489,1.881,,3,21,0
KGZ,Kyrgyzstan,234.211,2.333,3,1.8,2.8,2,2,3,3,3,3,,2,3,,,,1,1,1,1,2,3,1,6,1,3,,2,1,7,2,2,1,5,4,1,1,5,,3,2,5,1,,,3,1,,,1,,1,1,1,2,5,,1,5,1,,-12.8,12.8,,,,0,0,,0,"191,800",20.219,0,"7,307",0,4,,4.26,0.167,"60,114.70",0.224,0.083,0,14,0,0.096,2,4,0.3,42.876,163.452,13.819,0,,,22,0.113,,,2.591,,0,1.544,0.823,25.732,1.447,,0,22,0
MRT,Mauritania,232.609,2.179,1.75,3,2.769,1,3,3,4,3,3,4,1,1,3,1,4,1,1,1,1,2,1,1,1,3,3,7,1,1,2,1,2,1,7,4,1,6,5,1,1,1,,1,3,2,7,1,,,,1,3,1,1,1,7,1,1,2,5,300.035,-6,3.4,73.767,29.734,7,0,0,0,0,"1,025,220",5.685,0,913,25,4,-0.137,0.377,0.05,1.951,0,0.014,0,0,0,0.007,26,2,52.68,0.01,3.917,,0,"552,436.60",8.89,408,0.022,,,,0,9,1.771,0.021,2.604,2.978,0.023,14,52,1
BFA,Burkina Faso,229.268,2.25,2,2.7,2.5,2,2,3,4,3,2,3,3,4,1,1,,1,1,1,1,2,2,1,1,2,4,,1,1,3,1,2,1,7,5,1,7,3,,5,2,2,1,,,1,1,,,,,1,5,1,3,7,1,1,2,1,241.346,-22.6,19,4.975,12.595,,0,0,,0,"273,600",11.67,0,549,6,6,,2.643,0.139,10.965,0,0.044,0,0,-1,0.044,57,10,,228.938,125.731,0.013,0,,,2,0.104,,,,,0,27.487,0.175,43.629,2.731,0.691,0,59,0
CMR,Cameroon,229.167,2.267,2.5,2.273,1.846,1,2,3,4,2,2,1,1,2,1,1,2,3,1,1,1,2,2,1,3,2,4,1,2,1,5,2,2,2,3,5,1,6,5,1,5,2,4,1,5,3,1,1,,,1,1,3,4,1,3,7,1,1,1,1,126.048,-3.2,7,13.77,15.023,5,49,0,0,0,"465,400",13.73,0,"4,095",13,6,0.273,4.385,0.112,569.403,0.017,0.516,0,42,-1,0.074,37,4,35.11,321.424,76.923,3.892,0,"103,244.81",13.42,0,0.11,,,4.109,0,10,16.206,0.227,32.413,2.472,0.29,18,76,0
QAT,Qatar,229.032,2.412,2.714,1.875,3.3,2,5,2,2,2,3,4,2,1,3,1,6,1,1,1,1,4,3,1,1,5,3,1,,2,,,2,1,,,1,1,,,1,,,1,2,,,5,,,,1,7,,,4,,,,3,1,283.154,-11.6,4.2,74.283,1.83,12,0,0,0,0,"11,437",54.472,0,103,50,4,0.531,,2.448,,,0.612,0,,,0.108,0,,,0.879,,,0,"2,525,180.43",,,2.308,,,,0,"4,314",,,67.251,,,,44,0
MOZ,Mozambique,227.273,2,2.75,2.545,2.538,2,2,2,3,2,2,3,1,2,1,1,2,1,1,1,3,2,2,1,2,5,5,1,1,1,4,2,2,1,5,5,1,1,4,1,2,1,,1,3,,1,1,,,1,1,1,4,,2,5,,5,4,6,204.063,-4.8,8,28.463,6.491,5,0,0,0,1,"784,090",7.447,0,"2,436",56,7,0.019,1.284,0.077,289.508,0.013,0.105,0,14,-1,0.039,0,6,28.88,19.034,8.111,,0,"1,046,619.79",,1,0.11,,,0.696,0,0,11.546,,25.099,1.394,,92,37,3
